date,lat,lon,alt,epx,epy,apv,temperature,pressure,humidity,light,ir_light,uv_light,mq3,mq135,mq7,mq4
1433892169635,,,,,,,31.4,1006.53,,,,,30,37,69,32
1433892169840,,,,,,,31.4,1006.57,,,,,30,37,69,32
1433892170046,,,,,,,31.4,1006.55,,,,,30,37,69,32
1433892170253,,,,,,,31.4,1006.6,,,,,30,37,69,32
1433892170459,,,,,,,31.4,1006.5,,,,,30,37,69,32
1433892170666,,,,,,,31.4,1006.55,,,,,30,37,69,32
1433892170873,,,,,,,31.4,1006.55,,,,,30,37,69,32
1433892171079,,,,,,,31.4,1006.53,,,,,30,37,69,32
1433892171285,,,,,,,31.4,1006.55,,,,,30,37,69,32
1433892171491,,,,,,,31.4,1006.5,,,,,30,37,69,32
1433892171698,,,,,,,31.4,1006.57,,,,,30,37,69,32
1433892171904,,,,,,,31.4,1006.55,,,,,30,37,69,32
1433892172111,,,,,,,31.4,1006.54,,,,,30,37,69,32
1433892172318,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892172526,,,,,,,31.5,1006.55,,,,,30,37,69,32
1433892172731,,,,,,,31.4,1006.53,,,,,30,37,68,32
1433892172938,,,,,,,31.5,1006.54,,,,,30,37,69,32
1433892173145,,,,,,,31.4,1006.49,,,,,30,37,69,32
1433892173352,,,,,,,31.5,1006.54,,,,,30,37,69,32
1433892173557,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892173763,,,,,,,31.5,1006.53,,,,,30,37,69,32
1433892173969,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892174176,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892174382,,,,,,,31.5,1006.47,,,,,30,37,69,32
1433892174588,,,,,,,31.5,1006.57,,,,,30,37,69,32
1433892174793,,,,,,,31.5,1006.48,,,,,30,37,69,32
1433892174999,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892175206,,,,,,,31.5,1006.57,,,,,30,37,69,32
1433892175412,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892175618,,,,,,,31.5,1006.55,,,,,30,37,69,32
1433892175823,,,,,,,31.5,1006.6,,,,,30,37,69,32
1433892176029,,,,,,,31.5,1006.6,,,,,30,37,69,32
1433892176236,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892176442,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892176648,,,,,,,31.5,1006.48,,,,,30,37,68,32
1433892176854,,,,,,,31.5,1006.55,,,,,30,37,69,32
1433892177059,,,,,,,31.5,1006.53,,,,,30,37,69,32
1433892177266,,,,,,,31.5,1006.59,,,,,30,37,69,32
1433892177472,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892177679,,,,,,,31.5,1006.53,,,,,30,37,69,32
1433892177887,,,,,,,31.5,1006.51,,,,,30,37,68,32
1433892178095,,,,,,,31.5,1006.56,,,,,30,37,69,32
1433892178300,,,,,,,31.5,1006.47,,,,,30,37,68,32
1433892178507,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892178713,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892178920,,,,,,,31.5,1006.51,,,,,30,37,69,32
1433892179127,,,,,,,31.5,1006.48,,,,,30,37,69,32
1433892179333,,,,,,,31.5,1006.44,,,,,30,37,69,32
1433892179538,,,,,,,31.5,1006.5,,,,,30,37,69,32
1433892179746,,,,,,,31.5,1006.53,,,,,30,37,69,32
1433892179951,,,,,,,31.5,1006.5,,,,,30,37,69,32
1433892180158,,,,,,,31.6,1006.46,,,,,30,37,68,32
1433892180365,,,,,,,31.5,1006.55,,,,,30,37,69,32
1433892180572,,,,,,,31.6,1006.51,,,,,30,37,68,32
1433892180778,,,,,,,31.6,1006.57,,,,,30,37,69,32
1433892180983,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892181189,,,,,,,31.5,1006.46,,,,,30,37,69,32
1433892181396,,,,,,,31.6,1006.52,,,,,30,37,68,32
1433892181602,,,,,,,31.6,1006.52,,,,,30,37,69,32
1433892181808,,,,,,,31.6,1006.43,,,,,30,37,69,32
1433892182013,,,,,,,31.6,1006.49,,,,,30,37,69,32
1433892182219,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892182426,,,,,,,31.6,1006.57,,,,,30,37,69,32
1433892182633,,,,,,,31.6,1006.51,,,,,30,37,69,32
1433892182839,,,,,,,31.6,1006.51,,,,,30,37,69,32
1433892183045,,,,,,,31.6,1006.49,,,,,30,37,69,32
1433892183251,,,,,,,31.6,1006.49,,,,,30,37,69,32
1433892183458,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892183664,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892183869,,,,,,,31.6,1006.61,,,,,30,37,69,32
1433892184076,,,,,,,31.6,1006.6,,,,,30,37,69,32
1433892184283,,,,,,,31.6,1006.58,,,,,30,37,68,32
1433892184489,,,,,,,31.6,1006.51,,,,,30,37,69,32
1433892184695,,,,,,,31.6,1006.46,,,,,30,37,68,32
1433892184901,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892185107,,,,,,,31.6,1006.57,,,,,30,37,69,32
1433892185314,,,,,,,31.6,1006.53,,,,,30,37,69,32
1433892185521,,,,,,,31.6,1006.52,,,,,30,37,69,32
1433892185727,,,,,,,31.6,1006.5,,,,,30,37,69,32
1433892185933,,,,,,,31.6,1006.53,,,,,30,37,68,32
1433892186139,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892186345,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892186551,,,,,,,31.6,1006.48,,,,,30,37,69,32
1433892186757,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892186963,,,,,,,31.6,1006.5,,,,,30,37,69,32
1433892187169,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892187376,,,,,,,31.6,1006.52,,,,,30,37,69,32
1433892187583,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892187790,,,,,,,31.6,1006.56,,,,,30,37,69,32
1433892187996,,,,,,,31.6,1006.55,,,,,30,37,68,32
1433892188202,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892188408,,,,,,,31.6,1006.62,,,,,30,37,69,32
1433892188619,,,,,,,31.6,1006.56,,,,,30,37,69,32
1433892188826,,,,,,,31.6,1006.55,,,,,30,37,68,32
1433892189032,,,,,,,31.6,1006.53,,,,,30,37,69,32
1433892189238,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892189445,,,,,,,31.6,1006.49,,,,,30,37,68,32
1433892189652,,,,,,,31.6,1006.52,,,,,30,37,68,32
1433892189859,,,,,,,31.6,1006.53,,,,,30,37,68,32
1433892190064,,,,,,,31.6,1006.6,,,,,30,37,69,32
1433892190271,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892190476,,,,,,,31.6,1006.49,,,,,30,37,69,32
1433892190683,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892190890,,,,,,,31.5,1006.49,,,,,30,37,68,32
1433892191097,,,,,,,31.6,1006.52,,,,,30,37,68,32
1433892191302,,,,,,,31.6,1006.55,,,,,30,37,68,32
1433892191508,,,,,,,31.6,1006.59,,,,,30,37,68,32
1433892191715,,,,,,,31.6,1006.55,,,,,30,37,68,32
1433892191921,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892192128,,,,,,,31.6,1006.5,,,,,30,37,68,32
1433892192335,,,,,,,31.6,1006.48,,,,,30,37,68,32
1433892192540,,,,,,,31.6,1006.51,,,,,30,37,68,32
1433892192747,,,,,,,31.6,1006.48,,,,,30,37,68,32
1433892192955,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892193163,,,,,,,31.6,1006.52,,,,,30,37,68,32
1433892193371,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892193576,,,,,,,31.6,1006.56,,,,,30,37,68,32
1433892193783,,,,,,,31.6,1006.48,,,,,30,37,68,32
1433892193989,,,,,,,31.6,1006.52,,,,,30,37,68,32
1433892194196,,,,,,,31.6,1006.5,,,,,30,37,68,32
1433892194402,,,,,,,31.6,1006.48,,,,,30,37,68,32
1433892194608,,,,,,,31.6,1006.47,,,,,30,37,68,32
1433892194815,,,,,,,31.6,1006.53,,,,,30,37,69,32
1433892195022,,,,,,,31.6,1006.47,,,,,30,37,68,32
1433892195228,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892195433,,,,,,,31.5,1006.64,,,,,30,37,69,32
1433892195640,,,,,,,31.5,1006.61,,,,,30,37,68,32
1433892195846,,,,,,,31.5,1006.53,,,,,30,37,69,32
1433892196052,,,,,,,31.5,1006.58,,,,,30,37,68,32
1433892196258,,,,,,,31.5,1006.49,,,,,30,37,68,32
1433892196463,,,,,,,31.5,1006.47,,,,,30,37,68,32
1433892196670,,,,,,,31.5,1006.43,,,,,30,37,68,32
1433892196876,,,,,,,31.5,1006.55,,,,,30,37,68,32
1433892197082,,,,,,,31.5,1006.54,,,,,30,37,68,32
1433892197287,,,,,,,31.5,1006.47,,,,,30,37,68,32
1433892197493,,,,,,,31.5,1006.5,,,,,30,37,69,32
1433892197699,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892197905,,,,,,,31.5,1006.4,,,,,30,37,68,32
1433892198112,,,,,,,31.5,1006.43,,,,,30,37,68,32
1433892198318,,,,,,,31.5,1006.47,,,,,30,37,69,32
1433892198523,,,,,,,31.5,1006.55,,,,,30,37,68,32
1433892198729,,,,,,,31.6,1006.5,,,,,30,37,68,32
1433892198937,,,,,,,31.5,1006.49,,,,,30,37,68,32
1433892199144,,,,,,,31.6,1006.47,,,,,30,37,69,32
1433892199351,,,,,,,31.6,1006.49,,,,,30,37,68,32
1433892199557,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892199763,,,,,,,31.6,1006.56,,,,,30,37,68,32
1433892199969,,,,,,,31.6,1006.51,,,,,30,37,69,32
1433892200174,,,,,,,31.6,1006.51,,,,,30,37,68,32
1433892200381,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892200587,,,,,,,31.6,1006.51,,,,,30,37,68,32
1433892200793,,,,,,,31.6,1006.52,,,,,30,37,68,32
1433892200998,,,,,,,31.6,1006.49,,,,,30,37,69,32
1433892201204,,,,,,,31.6,1006.51,,,,,30,37,68,32
1433892201411,,,,,,,31.6,1006.46,,,,,30,37,69,32
1433892201617,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892201824,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892202030,,,,,,,31.6,1006.55,,,,,30,37,68,32
1433892202235,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892202441,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892202648,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892202854,,,,,,,31.6,1006.55,,,,,30,37,69,32
1433892203061,,,,,,,31.5,1006.42,,,,,30,37,69,32
1433892203267,,,,,,,31.6,1006.51,,,,,30,37,68,32
1433892203472,,,,,,,31.6,1006.54,,,,,30,37,68,32
1433892203679,,,,,,,31.5,1006.54,,,,,30,37,69,32
1433892203885,,,,,,,31.6,1006.54,,,,,30,37,69,32
1433892204091,,,,,,,31.5,1006.49,,,,,30,37,68,32
1433892204298,,,,,,,31.5,1006.56,,,,,30,37,68,32
1433892204504,,,,,,,31.5,1006.55,,,,,30,37,69,32
1433892204711,,,,,,,31.5,1006.58,,,,,30,37,69,32
1433892204917,,,,,,,31.5,1006.52,,,,,30,37,69,32
1433892205123,,,,,,,31.5,1006.45,,,,,30,37,69,32
1433892205329,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892205535,,,,,,,31.5,1006.47,,,,,30,37,68,32
1433892205740,,,,,,,31.5,1006.47,,,,,30,37,68,32
1433892205946,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892206153,,,,,,,31.5,1006.46,,,,,30,37,69,32
1433892206359,,,,,,,31.5,1006.47,,,,,30,37,69,32
1433892206565,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892206772,,,,,,,31.5,1006.5,,,,,30,37,69,32
1433892206979,,,,,,,31.5,1006.49,,,,,30,37,68,32
1433892207185,,,,,,,31.5,1006.52,,,,,30,37,68,32
1433892207392,,,,,,,31.5,1006.58,,,,,30,37,69,32
1433892207599,,,,,,,31.5,1006.44,,,,,30,37,69,32
1433892207804,,,,,,,31.5,1006.55,,,,,30,37,68,32
1433892208010,,,,,,,31.5,1006.5,,,,,30,37,69,32
1433892208217,,,,,,,31.5,1006.51,,,,,30,37,68,32
1433892208424,,,,,,,31.5,1006.52,,,,,30,37,69,32
1433892208631,,,,,,,31.5,1006.53,,,,,30,37,68,32
1433892208838,,,,,,,31.5,1006.52,,,,,30,37,69,32
1433892209045,,,,,,,31.5,1006.52,,,,,30,37,68,32
1433892209251,,,,,,,31.5,1006.5,,,,,30,37,68,32
1433892209457,,,,,,,31.5,1006.5,,,,,30,37,68,32
1433892209664,,,,,,,31.5,1006.51,,,,,30,37,68,32
1433892209870,,,,,,,31.5,1006.49,,,,,30,37,69,32
1433892210076,,,,,,,31.5,1006.49,,,,,30,37,68,32
1433892210283,,,,,,,31.5,1006.47,,,,,30,37,68,32
1433892210490,,,,,,,31.5,1006.5,,,,,30,37,69,32
1433892210696,,,,,,,31.5,1006.5,,,,,30,37,68,32
1433892210903,,,,,,,31.5,1006.52,,,,,30,37,69,32
1433892211109,,,,,,,31.5,1006.56,,,,,30,37,68,32
1433892211315,,,,,,,31.5,1006.59,,,,,30,37,68,32
1433892211521,,,,,,,31.5,1006.52,,,,,30,37,68,32
1433892211727,,,,,,,31.5,1006.52,,,,,30,37,68,32
1433892211933,,,,,,,31.5,1006.6,,,,,30,37,68,32
1433892212140,,,,,,,31.5,1006.55,,,,,30,37,68,32
1433892212346,,,,,,,31.4,1006.48,,,,,30,37,69,32
1433892212557,,,,,,,31.4,1006.53,,,,,30,37,68,32
1433892212767,,,,,,,31.4,1006.53,,,,,30,37,68,32
1433892212972,,,,,,,31.4,1006.51,,,,,30,37,68,32
1433892213179,,,,,,,31.4,1006.55,,,,,30,37,68,32
1433892213385,,,,,,,31.4,1006.55,,,,,30,37,68,32
1433892213592,,,,,,,31.4,1006.5,,,,,30,37,68,32
1433892213800,,,,,,,31.4,1006.5,,,,,30,37,69,32
1433892214005,,,,,,,31.4,1006.53,,,,,30,37,68,32
1433892214212,,,,,,,31.4,1006.51,,,,,30,37,68,32
1433892214418,,,,,,,31.4,1006.52,,,,,30,37,68,32
1433892214625,,,,,,,31.3,1006.46,,,,,30,37,68,32
1433892214830,,,,,,,31.4,1006.51,,,,,30,37,68,32
1433892215037,,,,,,,31.4,1006.55,,,,,30,37,68,32
1433892215243,,,,,,,31.3,1006.45,,,,,30,37,69,32
1433892215449,,,,,,,31.3,1006.48,,,,,30,37,69,32
1433892215656,,,,,,,31.3,1006.57,,,,,30,37,69,32
1433892215864,,,,,,,31.3,1006.55,,,,,30,37,69,32
1433892216071,,,,,,,31.3,1006.54,,,,,30,38,69,32
1433892216278,,,,,,,31.3,1006.58,,,,,30,38,69,32
1433892216485,,,,,,,31.3,1006.55,,,,,31,38,69,32
1433892216691,,,,,,,31.3,1006.53,,,,,31,38,69,32
1433892216898,,,,,,,31.3,1006.55,,,,,31,38,69,32
1433892217103,,,,,,,31.3,1006.55,,,,,31,38,69,32
1433892217310,,,,,,,31.3,1006.55,,,,,31,38,69,32
1433892217517,,,,,,,31.3,1006.5,,,,,31,38,69,33
1433892217724,,,,,,,31.3,1006.49,,,,,32,38,69,33
1433892217931,,,,,,,31.3,1006.55,,,,,32,38,69,33
1433892218138,,,,,,,31.3,1006.52,,,,,32,38,69,33
1433892218345,,,,,,,31.3,1006.49,,,,,32,38,69,33
1433892218551,,,,,,,31.3,1006.56,,,,,32,38,69,33
1433892218757,,,,,,,31.3,1006.62,,,,,32,38,69,33
1433892218962,,,,,,,31.3,1006.62,,,,,32,38,69,33
1433892219168,,,,,,,31.3,1006.56,,,,,32,39,70,33
1433892219375,,,,,,,31.2,1006.62,,,,,31,38,70,33
1433892219581,,,,,,,31.2,1006.55,,,,,31,38,69,33
1433892219787,,,,,,,31.2,1006.51,,,,,31,38,69,33
1433892219994,,,,,,,31.2,1006.5,,,,,31,38,69,33
1433892220199,,,,,,,31.2,1006.48,,,,,31,38,69,33
1433892220406,,,,,,,31.2,1006.54,,,,,31,38,70,33
1433892220613,,,,,,,31.2,1006.55,,,,,31,38,69,33
1433892220820,,,,,,,31.1,1006.54,,,,,31,39,69,33
1433892221027,,,,,,,31.1,1006.54,,,,,31,39,69,33
1433892221232,,,,,,,31.1,1006.57,,,,,31,39,69,33
1433892221439,,,,,,,31.1,1006.55,,,,,31,39,69,33
1433892221646,,,,,,,31.1,1006.51,,,,,31,39,69,33
1433892221852,,,,,,,31.1,1006.47,,,,,31,39,69,33
1433892222059,,,,,,,31.1,1006.51,,,,,31,39,69,33
1433892222265,,,,,,,31.1,1006.54,,,,,31,39,69,33
1433892222472,,,,,,,31.1,1006.52,,,,,31,39,69,33
1433892222679,,,,,,,31.1,1006.54,,,,,31,39,69,33
1433892222886,,,,,,,31.1,1006.52,,,,,31,39,69,33
1433892223093,,,,,,,31.1,1006.55,,,,,31,39,70,33
1433892223300,,,,,,,31.1,1006.48,,,,,31,39,70,33
1433892223506,,,,,,,31.1,1006.5,,,,,31,39,70,33
1433892223712,,,,,,,31.1,1006.51,,,,,32,39,70,33
1433892223919,,,,,,,31.1,1006.47,,,,,32,40,70,34
1433892224125,,,,,,,31.1,1006.47,,,,,33,40,70,34
1433892224331,,,,,,,31.1,1006.51,,,,,32,40,70,34
1433892224538,,,,,,,31.1,1006.53,,,,,32,40,70,34
1433892224747,,,,,,,31.1,1006.58,,,,,32,40,70,34
1433892224953,,,,,,,31.1,1006.53,,,,,33,40,70,34
1433892225160,,,,,,,31.1,1006.52,,,,,32,40,70,34
1433892225366,,,,,,,31.1,1006.51,,,,,32,40,70,34
1433892225573,,,,,,,31.1,1006.48,,,,,32,40,70,34
1433892225779,,,,,,,31.2,1006.42,,,,,32,40,70,34
1433892225986,,,,,,,31.1,1006.42,,,,,32,40,70,34
1433892226192,,,,,,,31.2,1006.55,,,,,32,40,70,34
1433892226398,,,,,,,31.2,1006.49,,,,,32,40,70,34
1433892226603,,,,,,,31.2,1006.55,,,,,32,40,70,34
1433892226809,,,,,,,31.2,1006.51,,,,,33,40,70,34
1433892227016,,,,,,,31.2,1006.5,,,,,33,40,70,34
1433892227223,,,,,,,31.2,1006.52,,,,,33,40,70,34
1433892227429,,,,,,,31.2,1006.5,,,,,32,40,70,34
1433892227634,,,,,,,31.2,1006.51,,,,,32,40,70,34
1433892227841,,,,,,,31.2,1006.39,,,,,32,40,70,34
1433892228047,,,,,,,31.1,1006.46,,,,,32,40,71,34
1433892228254,,,,,,,31.2,1006.51,,,,,32,41,71,34
1433892228460,,,,,,,31.2,1006.48,,,,,33,41,71,35
1433892228666,,,,,,,31.2,1006.43,,,,,33,41,71,35
1433892228872,,,,,,,31.2,1006.54,,,,,32,41,71,35
1433892229078,,,,,,,31.2,1006.48,,,,,32,41,71,35
1433892229285,,,,,,,31.2,1006.52,,,,,32,41,71,35
1433892229492,,,,,,,31.2,1006.51,,,,,32,41,71,35
1433892229698,,,,,,,31.1,1006.39,,,,,32,41,71,35
1433892229903,,,,,,,31.2,1006.46,,,,,32,41,71,35
1433892230109,,,,,,,31.2,1006.54,,,,,33,41,71,35
1433892230316,,,,,,,31.2,1006.44,,,,,33,41,71,35
1433892230523,,,,,,,31.1,1006.5,,,,,33,41,71,35
1433892230728,,,,,,,31.1,1006.47,,,,,34,42,72,35
1433892230936,,,,,,,31.2,1006.47,,,,,34,42,71,35
1433892231141,,,,,,,31.2,1006.53,,,,,34,42,72,36
1433892231348,,,,,,,31.1,1006.51,,,,,34,42,72,36
1433892231555,,,,,,,31.1,1006.49,,,,,34,42,72,36
1433892231762,,,,,,,31.1,1006.51,,,,,33,42,72,36
1433892231969,,,,,,,31.1,1006.38,,,,,34,42,72,36
1433892232176,,,,,,,31.2,1006.35,,,,,34,42,72,36
1433892232383,,,,,,,31.2,1006.49,,,,,33,42,72,36
1433892232590,,,,,,,31.1,1006.48,,,,,33,42,72,36
1433892232796,,,,,,,31.2,1006.44,,,,,33,42,72,36
1433892233002,,,,,,,31.2,1006.48,,,,,33,42,72,36
1433892233209,,,,,,,31.1,1006.4,,,,,33,41,72,36
1433892233415,,,,,,,31.2,1006.45,,,,,33,42,72,36
1433892233622,,,,,,,31.2,1006.41,,,,,33,42,72,36
1433892233828,,,,,,,31.2,1006.52,,,,,32,42,72,36
1433892234035,,,,,,,31.2,1006.52,,,,,32,42,72,35
1433892234241,,,,,,,31.2,1006.46,,,,,32,41,71,35
1433892234447,,,,,,,31.2,1006.45,,,,,32,41,72,35
1433892234652,,,,,,,31.2,1006.49,,,,,32,41,71,35
1433892234859,,,,,,,31.2,1006.44,,,,,32,41,71,35
1433892235065,,,,,,,31.2,1006.49,,,,,33,41,71,35
1433892235271,,,,,,,31.2,1006.48,,,,,33,41,71,35
1433892235478,,,,,,,31.2,1006.44,,,,,33,41,71,35
1433892235685,,,,,,,31.2,1006.45,,,,,32,41,72,35
1433892235892,,,,,,,31.2,1006.43,,,,,32,41,72,35
1433892236099,,,,,,,31.2,1006.58,,,,,32,41,72,36
1433892236309,,,,,,,31.2,1006.55,,,,,32,41,72,36
1433892236516,,,,,,,31.1,1006.41,,,,,32,41,72,36
1433892236721,,,,,,,31.1,1006.39,,,,,32,41,72,36
1433892236928,,,,,,,31.1,1006.55,,,,,33,41,72,36
1433892237134,,,,,,,31.1,1006.46,,,,,33,41,72,36
1433892237341,,,,,,,31.1,1006.49,,,,,33,41,72,36
1433892237547,,,,,,,31.1,1006.46,,,,,33,41,72,37
1433892237752,,,,,,,31.1,1006.48,,,,,33,41,72,37
1433892237958,,,,,,,31.1,1006.53,,,,,33,41,71,37
1433892238164,,,,,,,31.1,1006.5,,,,,33,41,71,37
1433892238371,,,,,,,31.1,1006.55,,,,,33,41,71,37
1433892238577,,,,,,,31,1006.53,,,,,33,41,71,37
1433892238783,,,,,,,31,1006.5,,,,,33,41,71,36
1433892238989,,,,,,,31,1006.54,,,,,33,41,71,36
1433892239196,,,,,,,31,1006.55,,,,,33,41,71,36
1433892239403,,,,,,,31,1006.55,,,,,33,41,71,36
1433892239609,,,,,,,31,1006.55,,,,,33,41,71,36
1433892239815,,,,,,,31,1006.48,,,,,33,41,71,36
1433892240022,,,,,,,31,1006.49,,,,,33,41,71,36
1433892240228,,,,,,,31.1,1006.48,,,,,33,40,71,36
1433892240433,,,,,,,31,1006.5,,,,,33,40,71,37
1433892240639,,,,,,,31,1006.52,,,,,33,40,71,37
1433892240846,,,,,,,31,1006.52,,,,,33,40,71,37
1433892241052,,,,,,,31,1006.55,,,,,33,40,71,37
1433892241259,,,,,,,31,1006.56,,,,,33,40,71,37
1433892241465,,,,,,,31,1006.59,,,,,33,40,71,37
1433892241670,,,,,,,31,1006.52,,,,,32,40,71,37
1433892241876,,,,,,,31,1006.52,,,,,33,40,71,37
1433892242082,,,,,,,31,1006.52,,,,,33,40,71,37
1433892242289,,,,,,,31,1006.54,,,,,33,40,71,37
1433892242495,,,,,,,31,1006.47,,,,,33,40,71,37
1433892242701,,,,,,,31,1006.56,,,,,33,40,71,37
1433892242906,,,,,,,31,1006.5,,,,,33,40,71,37
1433892243112,,,,,,,31,1006.55,,,,,33,40,71,37
1433892243319,,,,,,,31,1006.51,,,,,33,40,71,37
1433892243524,,,,,,,31,1006.56,,,,,33,40,71,37
1433892243731,,,,,,,31,1006.5,,,,,33,40,71,37
1433892243937,,,,,,,31,1006.52,,,,,32,40,71,37
1433892244144,,,,,,,31,1006.54,,,,,32,40,71,36
1433892244350,,,,,,,31,1006.59,,,,,33,40,71,36
1433892244555,,,,,,,31,1006.56,,,,,33,40,71,36
1433892244762,,,,,,,31,1006.49,,,,,33,40,71,36
1433892244968,,,,,,,31,1006.48,,,,,33,40,71,37
1433892245173,,,,,,,31,1006.54,,,,,33,40,71,37
1433892245380,,,,,,,31,1006.57,,,,,33,40,71,37
1433892245586,,,,,,,31,1006.61,,,,,33,40,71,37
1433892245793,,,,,,,31,1006.62,,,,,33,40,71,37
1433892245998,,,,,,,31,1006.64,,,,,33,40,71,37
1433892246204,,,,,,,31,1006.61,,,,,33,40,71,37
1433892246411,,,,,,,31,1006.61,,,,,33,40,71,37
1433892246617,,,,,,,31,1006.57,,,,,33,40,71,37
1433892246824,,,,,,,31,1006.55,,,,,33,40,71,37
1433892247030,,,,,,,31,1006.61,,,,,33,40,71,37
1433892247236,,,,,,,31,1006.54,,,,,33,40,71,37
1433892247441,,,,,,,31,1006.55,,,,,33,40,71,37
1433892247648,,,,,,,31,1006.55,,,,,33,40,71,37
1433892247854,,,,,,,31,1006.48,,,,,33,40,71,37
1433892248060,,,,,,,31,1006.53,,,,,33,40,71,37
1433892248266,,,,,,,31,1006.5,,,,,33,40,72,37
1433892248471,,,,,,,31,1006.52,,,,,33,40,72,37
1433892248677,,,,,,,31,1006.53,,,,,34,41,72,37
1433892248884,,,,,,,31,1006.51,,,,,33,41,72,37
1433892249090,,,,,,,31,1006.49,,,,,33,41,72,37
1433892249296,,,,,,,31,1006.52,,,,,33,41,71,37
1433892249502,,,,,,,31,1006.52,,,,,32,41,72,37
1433892249709,,,,,,,31,1006.5,,,,,33,40,72,37
1433892249915,,,,,,,31.1,1006.52,,,,,33,40,72,37
1433892250122,,,,,,,31.1,1006.52,,,,,33,41,72,37
1433892250327,,,,,,,31.1,1006.56,,,,,33,41,72,37
1433892250534,,,,,,,31.1,1006.56,,,,,33,41,72,37
1433892250740,,,,,,,31.1,1006.52,,,,,33,41,72,37
1433892250946,,,,,,,31.1,1006.58,,,,,33,41,72,37
1433892251152,,,,,,,31.1,1006.46,,,,,33,41,72,37
1433892251358,,,,,,,31.1,1006.5,,,,,34,41,72,37
1433892251565,,,,,,,31.1,1006.5,,,,,33,41,73,37
1433892251772,,,,,,,31.1,1006.54,,,,,33,42,73,37
1433892251978,,,,,,,31.1,1006.5,,,,,33,42,73,37
1433892252184,,,,,,,31.1,1006.52,,,,,33,42,72,37
1433892252391,,,,,,,31.1,1006.62,,,,,33,42,73,37
1433892252597,,,,,,,31.1,1006.55,,,,,33,41,73,37
1433892252803,,,,,,,31.1,1006.48,,,,,33,41,73,38
1433892253009,,,,,,,31.1,1006.53,,,,,34,41,73,38
1433892253216,,,,,,,31.1,1006.48,,,,,34,41,73,38
1433892253423,,,,,,,31.1,1006.52,,,,,34,41,73,38
1433892253630,,,,,,,31.1,1006.55,,,,,34,41,73,38
1433892253836,,,,,,,31.1,1006.55,,,,,34,41,73,38
1433892254043,,,,,,,31.1,1006.52,,,,,35,41,73,38
1433892254249,,,,,,,31.1,1006.56,,,,,36,41,73,39
1433892254456,,,,,,,31.1,1006.47,,,,,35,41,73,39
1433892254663,,,,,,,31.1,1006.55,,,,,35,41,73,39
1433892254868,,,,,,,31.1,1006.57,,,,,35,41,73,39
1433892255076,,,,,,,31.1,1006.53,,,,,34,41,72,39
1433892255282,,,,,,,31.1,1006.49,,,,,34,41,73,39
1433892255489,,,,,,,31.1,1006.59,,,,,34,41,73,39
1433892255695,,,,,,,31.1,1006.63,,,,,34,41,73,39
1433892255901,,,,,,,31.1,1006.55,,,,,34,41,73,39
1433892256107,,,,,,,31.1,1006.61,,,,,34,41,73,40
1433892256313,,,,,,,31.1,1006.57,,,,,35,41,73,40
1433892256519,,,,,,,31.1,1006.57,,,,,34,42,73,40
1433892256726,,,,,,,31,1006.62,,,,,34,42,73,40
1433892256933,,,,,,,31,1006.53,,,,,34,42,73,40
1433892257140,,,,,,,31,1006.5,,,,,34,42,73,40
